Year,Theme
1910,Nudity
1910,Religion
1910,Figure male
1910,Allegory
1930,Landscapes
1930,Toys
1930,Occupations
1930,Figure group
1930,Lakes
1930,Children
1930,Vendor
1930,Parks
1930,Vehicles
1900,Memorials
1900,Sculpture model
1900,Figure female
1900,Monuments
1900,Triumph
1900,Sherman
1900,Allegory
1910,Trees
1910,Landscapes
1910,Summer
1910,Seasons
1900,Trees
1900,Landscapes
1900,Summer
1900,Seasons
1920,Landscapes
1920,Nile River
1920,Religion
1920,"Bible, O.T."
1920,Moses (Biblical leader)
1920,Rivers
1900,Figure female
1900,Nudity
1900,Mythology
1900,Dish
1900,Flowers
1900,Narcissus
1900,Women
1900,Architecture
1900,Domestic
1900,Portraits
1900,Dwellings
1930,Animals
1930,Donkey
1970,"Art, abstract"
1970,Art
1930,Occupations
1930,Men
1930,Figure group
1930,Death
1930,Cityscapes
1930,"New Deal, 1933-1939"
1930,Communication arts
1930,Allegory
1930,Works Progress Administration
1930,Advertising
1920,"Art, abstract"
1920,Art
1920,"Art, abstract"
1920,Art
1920,"Art, abstract"
1920,Art
1920,"Art, abstract"
1920,Art
1920,"Art, abstract"
1920,Art
1900,Art building
1900,Architecture
1900,Smithsonian Institution
1900,Linens
1940,Linens
1930,Linens
1910,Women
1910,Architecture
1910,Chairs
1910,Domestic
1910,Portraits
1910,Furnishings
1910,Dwellings
1900,Satyr
1900,Animals
1900,Pan (Greek deity)
1900,Mythology
1900,Wolf
1900,Women
1900,Occupations
1900,Portraits
1900,Aristocracy (Social class)
1900,"Vermeer, Johannes"
1900,Architecture
1900,Figure female
1900,Homage
1900,Clothing and dress
1900,Dress accessories
1900,Tables
1900,Hats
1900,Dish
1900,Windows
1900,Detail
1900,Furnishings
1910,Medieval dress
1910,Architecture
1910,Figure female
1910,Clothing and dress
1910,History
1900,Landscapes
1900,Evening
1900,Moon
1900,Farms
1900,Figure female
1900,Outer space
1900,Occupations
1900,Harvesting
1900,Time
1910,Women
1910,Clothing and dress
1910,Portraits
1910,Dress accessories
1910,Jewelry
1900,Women
1900,Architecture
1900,Figure female
1900,Domestic
1900,Portraits
1900,Children
1900,Dwellings
1900,Women
1900,Animals
1900,Dogs
1900,Portraits
1900,Women
1900,Authors
1900,Portraits
1910,Animals
1910,Pet care
1910,Architecture
1910,Figure female
1910,Fishes
1910,Occupations
1910,Domestic
1910,Goldfish
1910,Dwellings
1900,Children
1970,Children
1940,Animals
1940,Donkey
1940,Figure male
1940,Sewing
1940,Figure female
1940,Occupations
1940,Domestic
1920,Animals
1920,Insects
1910,Boats and boating
1910,Waterscapes
1900,Animals
1900,Birds
1900,Landscapes
1900,Northampton
1920,Apple
1920,Fruit
1900,Architecture
1900,Figure group
1900,Pagoda
1960,Animals
1960,Donkey
1960,Figure male
1950,Animals
1950,Donkey
1950,Figure male
1930,Industrialization
1930,Architecture
1930,Waterwork
1930,Landscapes
1900,Clothing and dress
1900,Dress accessories
1900,Jewelry
1950,Trees
1950,Landscapes
1950,Plains
1940,Landscapes
1940,Moon
1940,Outer space
1900,Figure group
1900,Nudity
1900,Religion
1900,Figure male
1900,Children
1900,Angels
1900,Royalty
1900,Men
1900,Portraits
1940,"Art, abstract"
1940,Art
1940,Landscapes
1900,Women
1900,Shield
1900,Clothing and dress
1900,Figure group
1900,Dress accessories
1930,"Art, abstract"
1930,Art
1930,Geometric
1900,Tables
1900,Furnishings
1920,Landscapes
1920,Roads
1940,Figure female
1900,Landscapes
1900,Beaches
1900,Fans
1900,Clothing and dress
1900,Dress accessories
1910,Architecture
1910,Temple
1910,Religion
1900,Amusements
1900,Recreation
1900,Food habits
1900,Figure group
1900,Dish
1900,Furnishings
1940,Sumac
1940,Foliage
1900,Landscapes
1900,Rivers
1900,Foliage
1900,Shells
1920,Fans
1920,Violet
1920,Clothing and dress
1920,Dress accessories
1920,Flowers
1900,Fans
1900,Violet
1900,Clothing and dress
1900,Dress accessories
1900,Flowers
1940,Bottle
1900,Figure group
1900,Religion
1900,Angels
1910,Trees
1910,Pine tree
1910,Landscapes
1910,Landscapes
1910,Twilight
1910,Time
1920,Figure female
1900,Figure group
1930,Cityscapes
1940,Gladiolus
1940,Flowers
1910,Children
1910,Figure male
1900,Figure group
1930,"Art, abstract"
1930,Art
1910,Landscapes
1910,Forests and forestry
1900,Animals
1900,Birds
1900,Herons
1950,Animals
1950,Birds
1950,Herons
1920,Fruit
1920,Grape
1910,Landscapes
1910,Plants
1910,Flowers
1900,Art
1900,Architects
1900,Occupations
1900,Architecture
1900,Windows
1900,Detail
1900,Men
1900,Clothing and dress
1900,Portraits
1900,Dress accessories
1900,Handbag
1920,Pear
1920,Fruit
1900,Women
1900,Portraits
1900,Fans
1900,Clothing and dress
1900,Figure group
1900,Dress accessories
1900,Women
1900,Portraits
1900,Art
1900,Occupations
1900,Men
1900,Portraits
1900,Artists
1990,Animals
1990,Fishes
1930,"Art, abstract"
1930,Art
1990,Chain
1990,Tools
1910,"Art, abstract"
1910,Art
1930,"Art, abstract"
1930,Art
1930,Landscapes
1930,"New Deal, 1933-1939"
1900,Figure female
1930,Landscapes
1930,"New Deal, 1933-1939"
1930,Rivers
1900,Figure female
1900,Landscapes
1900,Figure group
1900,Women
1900,Clothing and dress
1900,Dress accessories
1900,Portraits
1900,Hats
1900,Figure female
1900,Clothing and dress
1900,Nineteenth century dress
1900,History
1900,Figure group
1900,Foliage
1900,Family
1910,Cats
1910,Animals
1910,Architecture
1910,Stairs
1910,Detail
1900,Female and child
1900,Figure group
1920,Figure group
1920,Nudity
1920,Animals
1920,Horses
1900,Men
1900,Figure group
1990,Men
1990,Figure group
1900,Architecture
1900,Farmhouse
1900,Domestic
1920,Trees
1920,Landscapes
1930,Figure female
1910,Architecture
1910,Religion
1910,Church buildings
1920,Architecture
1920,Sculpture
1920,Detail
1920,Architecture
1920,Domestic
1920,Dwellings
1900,Landscapes
1900,Plants
1900,Flowers
1940,Gardenia
1940,Flowers
1900,Landscapes
1900,Plants
1900,Lily
1910,Architecture
1910,Religion
1910,Church buildings
1930,Landscapes
1930,Roads
1920,Clothing and dress
1920,Dress accessories
1920,Hats
1930,Landscapes
1930,Stream
1930,Rivers
1920,Architecture
1910,Figure female
1940,Landscapes
1940,Architecture
1940,Religion
1920,Trees
1920,Landscapes
1940,Gardenia
1940,Flowers
1920,Animals
1920,Horses
1920,Animals
1920,Donkey
1910,Architecture
1910,Religion
1910,Church buildings
1920,Wall
1920,Architecture
1920,Detail
1920,Figure female
1930,Nudity
1920,Architecture
1920,Windows
1920,Detail
1920,Animals
1920,Horses
1920,Animals
1920,Cattle
1920,Animals
1920,Horses
1930,Plants
1930,Botanical study
1900,Female and child
1900,Figure group
1900,Landscapes
1910,Foliage
1910,Ivy
1920,Trees
1920,Landscapes
1920,Architecture
1920,Figure group
1920,Landscapes
1920,Architecture
1920,Farms
1900,Landscapes
1900,Beaches
1990,Landscapes
1990,Beaches
1910,Phlox
1910,Botanical study
1910,Portraits
1910,Family
1900,Trees
1900,Landscapes
1900,Chestnut tree
1920,Foliage
1920,Animals
1920,Horses
1930,Nudity
1900,Waterscapes
1900,Sea
1910,Trees
1910,Pine tree
1910,Landscapes
1910,Frogs
1910,Animals
1910,Amphibians
1910,Coasts
1910,Waterscapes
1920,Animals
1920,Horses
1920,Trees
1920,Landscapes
1920,Figure female
1900,Cats
1900,Animals
1900,Figure male
1900,Children
1910,Figure male
1910,Children
2000,Mountains
2000,Landscapes
1920,Architecture
1920,Detail
1920,Architecture
1920,Windows
1920,Detail
1920,Figure group
1920,Ruins
1920,Architecture
1920,Landscapes
1920,Plains
1930,Cats
1930,Animals
1900,Landscapes
1900,Children
1990,Landscapes
1990,Children
1900,Porch
1900,Architecture
1900,Figure female
1900,Children
1900,Detail
1990,Porch
1990,Architecture
1990,Figure female
1990,Children
1990,Detail
1920,Trees
1920,Landscapes
1920,Animals
1920,Horses
1910,Foliage
1920,Water
1920,Landscapes
1920,Animals
1920,Goat
1910,Meadow
1910,Landscapes
1910,Architecture
1910,Religion
1910,Church buildings
1920,Fragment
1920,Leg
1940,Gardenia
1940,Flowers
1920,Architecture
1920,Religion
1920,Church buildings
1920,Men
1920,Figure group
1920,Nudity
1900,Architecture
1900,Domestic
1900,Dwellings
1960,Architecture
1960,Domestic
1960,Dwellings
1910,Figure female
1920,Architecture
1920,Detail
1920,Wall
1920,Architecture
1920,Detail
1910,Cityscapes
1920,Ruins
1920,Architecture
1900,Lakes
1900,Waterscapes
1910,Architecture
1910,Religion
1910,Church buildings
1900,Weather
1900,Landscapes
1900,Animals
1900,Winter
1900,Dogs
1900,Children
1990,Weather
1990,Landscapes
1990,Animals
1990,Winter
1990,Dogs
1990,Children
1920,Animals
1920,Goat
1940,Nudity
1940,Figure male
1930,Nudity
1930,Figure male
1920,Plants
1920,Botanical study
1930,Landscapes
1930,Coasts
1900,Cats
1900,Animals
1900,Figure female
1990,Cats
1990,Animals
1990,Figure female
1920,Animals
1920,Horses
1900,Landscapes
1900,Plants
1900,Flowers
1920,Architecture
1920,Sculpture
1920,Detail
1920,Men
1920,Figure group
1920,Nudity
1920,Architecture
1920,Detail
1920,Ruins
1920,Architecture
1920,Figure male
1910,Architecture
1910,Religion
1910,Church buildings
1920,Architecture
1920,Sculpture
1920,Detail
1940,Female and child
1940,Figure group
1920,Animals
1920,Goat
1920,Figure group
1940,Figure female
1940,Children
1930,Figure female
1930,Children
1930,Figure group
1920,Portraits
1920,Family
1920,Wall
1920,Architecture
1920,Detail
1900,Women
1900,Portraits
1900,Children
1990,Women
1990,Portraits
1990,Children
1920,Animals
1920,Architecture
1920,Cattle
1920,Landscapes
1920,Roads
1920,Architecture
1920,Animals
1920,Horses
1930,Sunset
1930,Landscapes
1930,Architecture
1930,Farms
1930,Farmhouse
1930,Domestic
1930,Time
1920,Animals
1920,Goat
1920,Architecture
1920,Sculpture
1920,Detail
1910,Figure group
1930,Animals
1930,Cattle
1900,Landscapes
1900,Animals
1900,Farms
1900,Horses
1900,Branchville
1900,Weather
1900,Landscapes
1900,Grand Canyon of the Yellowstone
1900,Cloud
1900,Canyon
1900,Rivers
1900,Yellowstone River
1910,Winged being
1910,Landscapes
1910,Literature
1910,Night
1910,Moon
1910,Outer space
1910,Fantasy
1910,"Khayyam, Omar"
1910,Death
1910,Rubaiyat
1910,Time
1910,Allegory
1910,Trees
1910,Water
1910,Women
1910,Peacock
1910,Landscapes
1910,Animals
1910,Sport and play
1910,Recreation
1910,Figure group
1910,Nudity
1910,Birds
1910,Swimming
1900,Yellowstone National Park
1900,Landscapes
1900,Yellowstone Canyon
1900,Rainbow
1900,Canyon
1900,Rivers
1900,Yellowstone River
1900,Parks
1900,Weather
1900,Landscapes
1900,Round Hill Road
1900,Snow
1900,Roads
1900,Greenwich
1910,Amusements
1910,Landscapes
1910,Sport and play
1910,Horsemen and horsewomen
1910,Recreation
1910,Figure group
1910,Strolling
1910,Summer
1910,Children
1910,Seasons
1930,Comics
1930,Mickey Mouse (Fictitious character)
1930,Cartoons
1950,Comics
1950,Mickey Mouse (Fictitious character)
1950,Cartoons
1980,Figure male
1980,History
1900,Animals
1900,Horses
1900,Figure male
1900,Face
1900,Fragment
1900,Bears
1900,Buffaloes
1940,"New Deal, 1933-1939"
1930,"New Deal, 1933-1939"
1900,Men
1900,Portraits
1900,Landscapes
1900,Transportation
1900,Figure group
1900,Allegory
1900,Cleveland
1900,Arts and sciences
1900,Memory
1900,Allegory
1970,Memory
1970,Allegory
1910,Landscapes
1910,Architecture
1910,Castles
1910,Parks
1910,Gardens of Villa Palmieri
1910,Trees
1910,Path
1910,"Art, abstract"
1910,Art
1910,Landscapes
1910,Roads
1910,Winged being
1910,Passion
1910,Figure female
1910,Love
1910,Fantasy
1910,Allegory
1910,Ruins
1910,Soldiers
1910,Architecture
1910,Occupations
1910,Figure male
1910,Military
1910,Animals
1910,Figure female
1910,Government
1910,Horses
1910,Triumph
1910,Allegory
1910,Liberty
1910,Rites and ceremonies
1910,Quality
1910,Figure group
1910,Nudity
1910,Dance
1910,Mythology
1910,Fortune
1910,Allegory
1910,Fates
1910,Soldiers
1910,Occupations
1910,Men
1910,Figure group
1910,Nudity
1910,Figure male
1910,Military
1920,Uniforms
1920,Occupations
1920,Clothing and dress
1920,Men
1920,Portraits
1920,Military
1980,Women
1980,Portraits
1900,Landscapes
1980,Men
1980,Portraits
1980,Figure male
1980,Women
1980,Portraits
1980,Women
1980,Portraits
1980,Men
1980,Portraits
1980,Children
1900,Fantasy
1900,Religion
1900,Saints
1900,St. George
1900,Dragon
1950,Religion
1950,Crucifixion
1950,"Bible, N.T."
1950,Jesus Christ
1910,Architecture
1910,Domestic
1980,Women
1980,Portraits
1900,Pirates Cove
1900,Landscapes
1900,Coasts
1900,Waterscapes
1900,Inlet
1950,Pirates Cove
1950,Landscapes
1950,Coasts
1950,Waterscapes
1950,Inlet
1940,Industrialization
1940,Construction
1940,Architecture
1940,Men
1940,Figure group
1930,Industrialization
1930,Construction
1930,Architecture
1930,Men
1930,Figure group
1980,Men
1980,Portraits
1980,Men
1980,Portraits
1980,Men
1980,Portraits
1980,Children
1960,Women
1960,Portraits
1920,Women
1920,Portraits
1940,Landscapes
1940,Coasts
1900,Landscapes
1900,Coasts
1910,Religion
1910,Angels
1900,Landscapes
1900,Farms
1980,Men
1980,Portraits
1910,Landscapes
1910,Forests and forestry
1980,Women
1980,Portraits
1900,Landscapes
1900,Rivers
1980,Men
1980,Portraits
1980,Children
1940,Mountains
1940,Landscapes
1900,Mountains
1900,Landscapes
1980,Women
1980,Portraits
1900,Mountains
1900,Landscapes
1900,Canyon
1900,Grand Canyon
1900,Rivers
1900,Yellowstone River
1920,Statesman
1920,Occupations
1920,Men
1920,Portraits
1920,Political
1900,Art
1900,Occupations
1900,Men
1900,Nudity
1900,Portraits
1900,Sculptors
1910,New York Public Library
1910,Sculpture model
1910,Architecture
1910,Government
1910,Older people
1910,Figure male
1910,Allegory
1910,Arts and sciences
1910,Philosophy
1920,Salvation
1920,Landscapes
1920,Animals
1920,Literature
1920,Nirwana
1920,Imaginary
1920,Religion
1920,Birds
1920,Allegory
1910,New York Public Library
1910,Classical dress
1910,Sculpture model
1910,Architecture
1910,Figure female
1910,Government
1910,Clothing and dress
1910,Poetry
1910,Allegory
1910,History
1910,Arts and sciences
1900,Statesman
1900,Occupations
1900,Men
1900,Portraits
1900,Political
1900,Navesink River
1900,Landscapes
1900,Forests and forestry
1900,Seasons
1900,Rivers
1900,Spring
1900,Navesink
1900,Women
1900,Portraits
1900,Meditation
1900,Architecture
1900,Figure female
1900,Clothing and dress
1900,State of being
1900,History
1900,Amusements
1900,Reading
1900,Recreation
1900,Domestic
1900,Mood (Psychology)
1900,Art nouveau dress
1900,Dwellings
1910,Animals
1910,Horsemen and horsewomen
1910,Men
1910,Horses
1910,Portraits
1920,Inventors
1920,Occupations
1920,Older people
1920,Men
1920,Science
1920,Portraits
1910,Figure female
1910,Dance
1910,Entertainers
1910,Composer
1910,Animals
1910,Architecture
1910,Music
1910,Dogs
1910,Domestic
1910,Men
1910,Portraits
1910,Entertainers
1910,Dwellings
1940,"Art, abstract"
1940,Art
1940,Geometric
1930,"Art, abstract"
1930,Art
1930,Geometric
1920,Mountains
1920,Landscapes
1920,Industrialization
1920,Architecture
1920,Cripple Creek
1920,Mine
1920,Bird's eye view
1920,Rivers
1900,Women
1900,Portraits
1920,St. Raphael
1920,Animals
1920,Tobias
1920,Fishes
1920,Religion
1920,"Bible, O.T."
1920,Angels
1910,Tangier
1910,Landscapes
1910,Wall
1910,Roads
1910,Architecture
1910,Gate
1910,Detail
1900,Landscapes
1900,Sport and play
1900,Recreation
1900,Figure female
1900,Clothing and dress
1900,Dress accessories
1900,Umbrellas
1900,Beaches
1900,Children
1910,Occupations
1910,Men
1910,Portraits
1910,Political
1910,Presidents
1910,Trees
1910,Water
1910,Landscapes
1910,Architecture
1910,Gazebo
1910,Parks
1920,Landscapes
1920,Coasts
1920,Long Island
1920,Figure group
1900,Occupations
1900,Men
1900,Portraits
1900,Connoisseur
1900,Royal
1900,Occupations
1900,Clothing and dress
1900,Men
1900,Portraits
1900,Aristocracy (Social class)
1900,Children
1900,Sailing ships
1900,Boats and boating
1900,Landscapes
1900,Coasts
1900,Architecture
1900,Religion
1900,San Giorgio Maggiore
1900,Waterscapes
1900,Sea
1910,Boats and boating
1910,Landscapes
1910,Architecture
1910,Rivers
1910,Waterscapes
1910,Weather
1910,Ferry
1910,Commercial
1910,Boats and boating
1910,New York Harbor
1910,Architecture
1910,Skyscraper
1910,Cityscapes
1910,Harbors
1910,Waterscapes
1910,Fog
1900,Bridges
1900,Mountains
1900,Landscapes
1900,Architecture
1900,Forests and forestry
1900,Rivers
1910,Commercial
1910,Architecture
1910,Occupations
1910,Newspapers
1910,Figure male
1910,Store
1910,Businessman
1910,Smoking material
1900,Flowers
1930,Trees
1930,Landscapes
1930,Animals
1930,Autumn
1930,Public Works of Art Project
1930,Rocks
1930,Forests and forestry
1930,"New Deal, 1933-1939"
1930,Seasons
1930,Bears
1920,"Art, abstract"
1920,Art
1940,Musical instruments
1940,Music
1940,Clothing and dress
1940,Dress accessories
1940,Figure male
1940,Hats
1940,Entertainers
1930,Public Works of Art Project
1930,"New Deal, 1933-1939"
1900,Animals
1900,Music
1900,Dogs
1900,Figure group
1900,Dance
1900,Entertainers
1920,"Art, abstract"
1920,Art
1920,"Art, abstract"
1920,Art
1930,"Art, abstract"
1930,Art
1920,"Art, abstract"
1920,Art
1920,"Art, abstract"
1920,Art
1920,"Art, abstract"
1920,Art
1930,Rites and ceremonies
1930,Revival
1930,Signs and signboards
1930,Religion
1930,Religion
1930,Time
1930,Allegory
1930,Eternity
1930,"Art, abstract"
1930,Art
1930,"Art, abstract"
1930,Art
1930,Geometric
1920,Linens
1900,Linens
1900,Linens
1940,Linens
1930,Linens
1940,Linens
1930,Linens
1920,Containers
1940,Linens
1930,Linens
1910,Linens
1910,Animals
1910,Birds
1910,Swallow
1930,Linens
1930,Animals
1930,Birds
1930,Swallow
1930,Linens
1900,Linens
1930,Architecture
1930,Domestic
1940,Mining
1940,Landscapes
1940,Industrialization
1940,Occupations
1940,"New Deal, 1933-1939"
1930,Mining
1930,Landscapes
1930,Industrialization
1930,Occupations
1930,"New Deal, 1933-1939"
1940,Linens
1930,Linens
1900,Linens
1930,Linens
1950,Linens
1900,Linens
1900,Linens
1940,Linens
1930,Linens
1920,Containers
1940,Linens
1930,Linens
1900,Linens
1910,American columbine
1910,Aquilegia canadensis
1910,Botanical study
1920,Vicia americana
1920,Botanical study
1920,American vetch
1930,Castanea dentata
1930,American chestnut
1930,Botanical study
1920,Pulsatilla ludoviciana
1920,American pasqueflower
1920,Botanical study
1920,Castalia odorata
1920,Botanical study
1920,American waterlily
1930,Castanea dentata
1930,American chestnut
1930,Botanical study
1920,Pulsatilla ludoviciana
1920,American pasqueflower
1920,Botanical study
1930,Mountains
1930,Landscapes
1930,Waxenstein Mountains
1930,Art
1910,"Art, abstract"
1910,Art
1910,Music
1910,Allegory
1910,Arts and sciences
1910,"Art, abstract"
1910,Art
1910,Landscapes
1910,Roads
1910,Music
1910,Allegory
1910,Arts and sciences
1900,Women
1900,Theater
1900,Greek dress
1900,Clothing and dress
1900,Figure group
1900,Entertainers
1940,Commercial
1940,Sport and play
1940,Architecture
1940,Recreation
1940,Men
1940,Figure group
1940,Pool
1940,Appliance
1940,Figure female
1940,Ironing
1940,Occupations
1940,Domestic
1940,Animals
1940,Architecture
1940,Men
1940,Crow
1940,Well
1940,Figure group
1940,Birds
1940,Animals
1940,Clothing and dress
1940,Horses
1940,Dress accessories
1940,Figure male
1940,Hats
1920,Figure female
1920,Dish
1970,Bridges
1970,Landscapes
1970,Architecture
1970,Rocks
1970,Stream
1970,Rivers
1920,Writers
1920,Occupations
1920,Men
1920,Portraits
1920,Novelists
1900,Landscapes
1900,Coasts
1900,Architecture
1900,Figure male
1900,History
1920,Animals
1920,Seahorse
1920,Fishes
1920,Fantasy
1920,Mermaid
1920,Waterscapes
1900,Trees
1900,Landscapes
1900,Animals
1900,Birds
1900,Hawk
1970,Trees
1970,Landscapes
1970,Animals
1970,Birds
